Imagen,Texto Detectado,Texto Esperado,Tiempo (s),Precisión (%),Resultado
"dataset/1755870783_0.9_(48, 98, 3)_Z8C-206.jpg",,Z8C-206,0.0575,0.0,❌ Incorrecto
"dataset/1755870785_0.9_(119, 121, 3)_L8C-206.jpg",SES,L8C-206,0.0604,0.0,❌ Incorrecto
"dataset/1755870826_0.9_(52, 102, 3)_V6M-597.jpg",,V6M-597,0.0536,0.0,❌ Incorrecto
"dataset/1755870914_0.9_(47, 99, 3)_AOT-720.jpg",01-220,AOT-720,0.0547,0.0,❌ Incorrecto
"dataset/1755871079_0.9_(62, 114, 3)_Z4J-763.jpg",74763,Z4J-763,0.0551,0.0,❌ Incorrecto
"dataset/1755871103_0.9_(59, 110, 3)_S1B-589.jpg",,S1B-589,0.0529,0.0,❌ Incorrecto
"dataset/1755871108_0.9_(52, 112, 3)_Z1J-781.jpg",,Z1J-781,0.0513,0.0,❌ Incorrecto
"dataset/1755871139_0.9_(50, 96, 3)_BSV-176.jpg",,BSV-176,0.0529,0.0,❌ Incorrecto
"dataset/1755871157_0.92_(130, 134, 3)_L2N-738.jpg",Y,L2N-738,0.0538,0.0,❌ Incorrecto
"dataset/1755871316_0.9_(51, 102, 3)_Z7M-111.jpg",,Z7M-111,0.0523,0.0,❌ Incorrecto
"dataset/1755871358_0.9_(48, 96, 3)_CRO-577.jpg",,CRO-577,0.0512,0.0,❌ Incorrecto
"dataset/1755871447_0.9_(48, 101, 3)_V5S-570.jpg",,V5S-570,0.0527,0.0,❌ Incorrecto
"dataset/1755871461_0.9_(46, 96, 3)_APF-394.jpg",,APF-394,0.0524,0.0,❌ Incorrecto
"dataset/1755871611_0.91_(57, 104, 3)_Z5V-413.jpg",,Z5V-413,0.0538,0.0,❌ Incorrecto
"dataset/1755871634_0.9_(60, 108, 3)_V8J-069.jpg",,V8J-069,0.0575,0.0,❌ Incorrecto
"dataset/1755871753_0.91_(60, 106, 3)_Z5L-091.jpg",751-091,Z5L-091,0.0547,0.0,❌ Incorrecto
"dataset/1755871801_0.9_(47, 93, 3)_Z7S-679.jpg",175-679,Z7S-679,0.0555,0.0,❌ Incorrecto
"dataset/1755871807_0.9_(48, 99, 3)_Z8A-540.jpg",,Z8A-540,0.0564,0.0,❌ Incorrecto
"dataset/1755871813_0.9_(63, 107, 3)_Z5D-490.jpg",751-490,Z5D-490,0.0581,0.0,❌ Incorrecto
"dataset/1755871836_0.9_(58, 116, 3)_V3C-453.jpg",,V3C-453,0.0544,0.0,❌ Incorrecto
"dataset/1755871886_0.9_(50, 104, 3)_Z6D-367.jpg",,Z6D-367,0.0675,0.0,❌ Incorrecto
"dataset/1755871920_0.91_(63, 106, 3)_ASN-544.jpg",,ASN-544,0.0516,0.0,❌ Incorrecto
"dataset/1755871984_0.91_(49, 95, 3)_Z7L-650.jpg",,Z7L-650,0.0508,0.0,❌ Incorrecto
"dataset/1755872015_0.9_(61, 112, 3)_Z5D-360.jpg",750-360,Z5D-360,0.0528,0.0,❌ Incorrecto
"dataset/1755872070_0.9_(52, 103, 3)_B1B-734.jpg",,B1B-734,0.0515,0.0,❌ Incorrecto
"dataset/1755872110_0.9_(51, 96, 3)_VOT-812.jpg",,VOT-812,0.0543,0.0,❌ Incorrecto
"dataset/1755872180_0.9_(48, 98, 3)_A9K-715.jpg",,A9K-715,0.0522,0.0,❌ Incorrecto
"dataset/1755872284_0.91_(145, 146, 3)_L10-760.jpg",Q,L10-760,0.0530,0.0,❌ Incorrecto
"dataset/1755872299_0.9_(54, 103, 3)_Z5G-467.jpg",,Z5G-467,0.0561,0.0,❌ Incorrecto
"dataset/1755872312_0.9_(50, 97, 3)_Z7X-826.jpg",,Z7X-826,0.0578,0.0,❌ Incorrecto
"dataset/1755872398_0.9_(49, 101, 3)_F3F-041.jpg",,F3F-041,0.0525,0.0,❌ Incorrecto
"dataset/1755872405_0.91_(59, 107, 3)_B1B-734.jpg",,B1B-734,0.0575,0.0,❌ Incorrecto
"dataset/1755872417_0.9_(49, 93, 3)_B31-104.jpg",831-104,B31-104,0.0575,0.0,❌ Incorrecto
"dataset/1755872482_0.9_(58, 109, 3)_CJS-373.jpg",,CJS-373,0.0553,0.0,❌ Incorrecto
"dataset/1755872541_0.9_(123, 137, 3)_L10-760.jpg",Q,L10-760,0.0620,0.0,❌ Incorrecto
"dataset/1755872551_0.9_(50, 98, 3)_Z7V-417.jpg",,Z7V-417,0.0586,0.0,❌ Incorrecto
"dataset/1755872552_0.91_(62, 109, 3)_77V-417.jpg",,77V-417,0.0609,0.0,❌ Incorrecto
"dataset/1755872559_0.9_(46, 103, 3)_74K-739.jpg",,74K-739,0.0547,0.0,❌ Incorrecto
"dataset/1755872559_0.9_(52, 107, 3)_Z4K-739.jpg",,Z4K-739,0.0533,0.0,❌ Incorrecto
"dataset/1755872606_0.91_(48, 99, 3)_CRO-577.jpg",,CRO-577,0.0548,0.0,❌ Incorrecto
"dataset/1755872752_0.9_(51, 96, 3)_BKZ-705.jpg",,BKZ-705,0.0531,0.0,❌ Incorrecto
"dataset/1755872828_0.9_(49, 94, 3)_Z2Q-310.jpg",,Z2Q-310,0.0520,0.0,❌ Incorrecto
"dataset/1755872884_0.9_(51, 103, 3)_V1T-101.jpg",411-101,V1T-101,0.0581,0.0,❌ Incorrecto
"dataset/1755872968_0.91_(50, 96, 3)_C1A-878.jpg",C44-878,C1A-878,0.0540,0.0,❌ Incorrecto
"dataset/1755873119_0.91_(46, 95, 3)_42E-705.jpg",1265709,42E-705,0.0566,0.0,❌ Incorrecto
"dataset/1755873369_0.9_(56, 100, 3)_AFG-023.jpg",AFG-023,AFG-023,0.0561,100.0,✅ Correcto
"dataset/1755873449_0.9_(55, 105, 3)_Z5G-139.jpg",,Z5G-139,0.0521,0.0,❌ Incorrecto
"dataset/1755873458_0.91_(51, 98, 3)_W1A-763.jpg",,W1A-763,0.0542,0.0,❌ Incorrecto
"dataset/1755873467_0.9_(59, 112, 3)_BHB-015.jpg",,BHB-015,0.0537,0.0,❌ Incorrecto
"dataset/1755873478_0.9_(47, 98, 3)_42E-705.jpg",176709,42E-705,0.0619,0.0,❌ Incorrecto
"dataset/1755873578_0.9_(56, 108, 3)_Z5X-789.jpg",754-789,Z5X-789,0.0577,0.0,❌ Incorrecto
,,,,,
=== RESUMEN FINAL ===,,,,,
Total de imágenes,500,,,,
Correctos,6,,,1.2,✅
Incorrectos,494,,,98.8,❌
Tiempo total,27.0465s,,,,
Tiempo promedio,0.0541s,,,,
